lat,lon
48.1608166666879,11.5378066643124
48.1616033333247,11.5378833309761
48.16239,11.53796
48.1632750000465,11.5380274965052
48.1641600000536,11.5380949953395
48.1650450000211,11.5381624965031
48.16593,11.53823
48.16659,11.53759
48.16671,11.53739
48.16714,11.53697
48.16744,11.53664
48.16779,11.53625
48.16805,11.53593
48.16833,11.53552
48.1686850013917,11.5349650037543
48.16904,11.53441
48.16958,11.53352
48.170050007153,11.5327775204458
48.1705200095245,11.5320350272816
48.1709900071144,11.5312925205073
48.17146,11.53055
48.1717700012346,11.5300400029076
48.17208,11.52953
48.17258,11.52857
48.17263,11.5285
48.17278,11.52866
48.17285,11.52864
48.1734849999608,11.5286150003112
48.17412,11.52859
48.175,11.52886
48.1751,11.52893
48.1755550001241,11.5290799986776
48.17601,11.52923
48.17608,11.52921
48.17617,11.52922
48.17621,11.52926
48.17623,11.52935
48.1762250024702,11.5301050003356
48.17622,11.53086
48.17619,11.53186
48.17625,11.53281
48.17631,11.53281
48.17632,11.53327
48.1763066743831,11.5342133339317
48.1762933410482,11.535156667373
48.17628,11.5361
48.1762800065607,11.5373300001465
48.17628,11.53856
48.1762650053917,11.5396750002937
48.17625,11.54079
48.1762400114704,11.541940000416
48.1762300114707,11.5430900003836
48.17622,11.54424
48.17618,11.54459
48.1761700029144,11.5454100002822
48.17616,11.54623
48.17609,11.54654
48.17598,11.54671
48.17586,11.54677
48.17576,11.54674
48.17565,11.54665
48.1756,11.54652
48.17558,11.54636
48.1756,11.54617
48.1758,11.54577
48.17568,11.54559
48.17558,11.54548
48.17537,11.54537
48.17519,11.54535
48.17504,11.54542
48.1748,11.54559
48.17492,11.54612
48.17502,11.54644
48.17514,11.54672
48.17532,11.54698
48.1757,11.54745
48.17584,11.5477
48.1759,11.5479
48.17592,11.54812
48.175907517733,11.5492875008415
48.175895023644,11.5504550011144
48.1758825177332,11.5516225008179
48.17587,11.55279
48.17584,11.55404
48.17586,11.5547
48.17585,11.55516
48.17578,11.55619
48.17577,11.55661
48.1757450024978,11.5573700005826
48.17572,11.55813
48.17585,11.55823
48.17595,11.55813
48.17594,11.5583
48.17629,11.55803
48.17628,11.55789
48.17633,11.55787
48.17663,11.5578
48.17673,11.55783
48.17713,11.55758
48.17722,11.55781
48.17733,11.55772
48.1779550007722,11.5573200048262
48.17858,11.55692
48.1793016717655,11.5564350341381
48.1800233414912,11.5559500546223
48.1807450091768,11.5554650614517
48.1814666748224,11.5549800546257
48.1821883384278,11.5544950341436
48.18291,11.55401
48.1835266680565,11.5536133428614
48.1841433347484,11.5532166761787
48.18476,11.55282
48.18474,11.55272
48.18505,11.55246
48.18579,11.55189
48.18588,11.55183
48.18597,11.55177
48.18599,11.55241
48.18606,11.55362
48.1861600121403,11.5548033286699
48.1862600121365,11.5559866619577
48.18636,11.55717
48.1863,11.55719
48.18638,11.55811
48.18643,11.55891
48.1865500064527,11.5601299971279
48.18667,11.56135
48.18671,11.5614
48.18676,11.56202
48.18681,11.56247
48.1869100110729,11.5635999955761
48.1870100110717,11.564729995562
48.18711,11.56586
48.1871800090809,11.5668833305202
48.1872500090798,11.567906663836
48.18732,11.56893
48.1873620623532,11.5701939906736
48.1874041108502,11.5714579834216
48.187446145491,11.5727219782433
48.1874881662756,11.573985975138
48.187530173204,11.5752499741051
48.187572166276,11.576513975144
48.1876141454917,11.5777779782538
48.1876561108509,11.579041983434
48.1876980623537,11.5803059906838
48.18774,11.58157
48.18772,11.58173
48.18773,11.58233
48.1877650035629,11.5832349996764
48.1878,11.58414
48.18771,11.58418
48.18771,11.5843
48.18754,11.58431
48.18688,11.58436
48.18687,11.58422
48.18656,11.58424
48.1858533333384,11.5843066685082
48.1851466666382,11.584373335178
48.18444,11.58444
48.18438,11.5844
48.18419,11.58442
48.18429,11.58441
48.18428,11.58408
48.18429,11.58356
48.18425,11.5828
48.18424,11.58234
48.1842100024648,11.5815849993812
48.18418,11.58083
48.18418,11.57998
48.18422,11.5787
48.1842900074341,11.5773900019311
48.18436,11.57608
48.18436,11.57584
48.18438,11.57562
48.1844300074926,11.5743050014421
48.18448,11.57299
48.1844850136011,11.5719675003116
48.1844900181348,11.5709450004233
48.184495013601,11.5699225003355
48.1845,11.5689
48.1845200033574,11.5680200003743
48.18454,11.56714
48.18454,11.56722
48.18455,11.56663
48.18464,11.56667
48.18509,11.56658
48.1855650000074,11.5665150006039
48.18604,11.56645
48.18661,11.56639
48.18714,11.56631
48.18713,11.56619
48.18724,11.56618
48.18722,11.56583
48.18727,11.56582
48.187173343954,11.5647133291488
48.1870766772865,11.563606662472
48.18698,11.5625
48.18703,11.56234
48.18702,11.56223
48.18695,11.56155
48.18688,11.56127
48.1867800046266,11.5602399982594
48.18668,11.55921
48.1865966767799,11.5581299964543
48.186513343444,11.5570499964205
48.18643,11.55597
48.1863466754032,11.5549666634751
48.1862633420758,11.5539633302128
48.18618,11.55296
48.18616,11.55238
48.18616,11.55182
48.18619,11.55174
48.18619,11.55148
48.18617,11.5512
48.1862,11.55036
48.18619,11.55007
48.18612,11.55007
48.1861500131231,11.5488400013546
48.1861800131251,11.5476100012689
48.18621,11.54638
48.18622,11.54631
48.1862566800019,11.545070001773
48.1862933466686,11.5438300017715
48.18633,11.54259
48.18642,11.54157
48.186565006513,11.5403450034171
48.18671,11.53912
48.18681,11.53801
48.1868900102963,11.5369200035085
48.1869700102886,11.5358300036139
48.18705,11.53474
48.18709,11.53389
48.1869,11.53385
48.1869,11.53401
48.1869,11.53385
48.18686,11.53376
48.18688,11.5335
48.1863,11.53329
48.18593,11.53308
48.1853100027198,11.5325166530085
48.1846900026872,11.5319533196458
48.18407,11.53139
48.18334,11.53079
48.18338,11.53073
48.18331,11.53059
48.1826850014349,11.5300249931568
48.18206,11.52946
48.18182,11.52926
48.18158,11.52911
48.18126,11.52896
48.18097,11.52888
48.18074,11.52885
48.1802599999786,11.5288600000941
48.17978,11.52887
48.1790700000699,11.5288966674029
48.1783600001336,11.5289233340672
48.17765,11.52895
48.17718,11.52895
48.17702,11.52897
48.17686,11.52896
48.17677,11.5289
48.17671,11.52883
48.17663,11.52867
48.17659,11.5285
48.17659,11.52817
48.17664,11.52765
48.17665,11.52734
48.1766650052017,11.5262450001676
48.17668,11.52515
48.17666,11.52438
48.17663,11.5238
48.17656,11.5233
48.17644,11.52284
48.17641,11.52284
48.17625,11.52268
48.17606,11.52216
48.17602,11.522
48.17583,11.52163
48.17565,11.52199
48.17559,11.52188
48.17554,11.52199
48.17541,11.52234
48.17542,11.522
48.17538,11.52201
48.17542,11.522
48.17539,11.52166
48.17546,11.52178
48.17554,11.52199
48.17577,11.52151
48.17567,11.52142
48.1755,11.52111
48.17539,11.52085
48.1749,11.51983
48.17474,11.51939
48.17437,11.51823
48.17425,11.5178
48.1739500066739,11.5165599927698
48.17365,11.51532
48.1734700020762,11.514624997489
48.17329,11.51393
48.17322,11.51393
48.17291,11.51275
48.17278,11.51239
48.17264,11.51208
48.17248,11.51185
48.17224,11.51159
48.17209,11.51148
48.17184,11.51134
48.17102,11.51104
48.17049,11.51078
48.1703,11.51064
48.17018,11.51095
48.17006,11.51096
48.16992,11.5109
48.16991,11.5109
48.16975,11.51082
48.1697,11.51076
48.16978,11.51054
48.16965,11.51052
48.16931,11.51042
48.1688250001845,11.5102199981132
48.16834,11.51002
48.16802,11.50987
48.16746,11.50957
48.16719,11.5094
48.1666000015346,11.5089799903403
48.1660100015392,11.5085599903438
48.16542,11.50814
48.1648650006888,11.507724995466
48.16431,11.50731
48.1642,11.50715
48.16389,11.50693
48.16406,11.50651
48.16408,11.50629
48.16421,11.50559
48.1643000029933,11.5047600014038
48.16439,11.50393
48.16444,11.50391
48.16455,11.50286
48.16457,11.50278
48.1646,11.50241
48.164690003694,11.5014900013749
48.16478,11.50057
48.16491,11.49944
48.1650600060357,11.4982600034727
48.16521,11.49708
48.16516,11.49707
48.16531,11.49589
48.1654,11.49549
48.16579,11.49429
48.16588,11.49385
48.16589,11.49358
48.16588,11.4932
48.16584,11.49291
48.16577,11.49261
48.16536,11.49276
48.16526,11.4929
48.16513,11.49303
48.16526,11.4929
48.16536,11.49276
48.16536,11.49239
48.16528,11.49189
48.16522,11.49172
48.16523,11.49165
48.165,11.49106
48.16494,11.49082
48.16459,11.48994
48.16425,11.48893
48.16429,11.4888
48.16404,11.48799
48.16397,11.48769
48.16385,11.4867
48.16386,11.48597
48.1639,11.48548
48.16401,11.48429
48.16406,11.48345
48.1640925132722,11.4824400019048
48.1641250176966,11.4814300025293
48.1641575132732,11.4804200018739
48.16419,11.47941
48.1642800110088,11.4782833373013
48.1643700110077,11.4771566706485
48.16446,11.47603
48.16449,11.47544
48.1645600081608,11.4744700026489
48.1646300081607,11.47350000265
48.1647,11.47253
48.1647433409408,11.4715933349613
48.1647866742721,11.4706566683398
48.16483,11.46972
48.1648300353588,11.4685542857177
48.1648300589313,11.4673885714341
48.1648300707176,11.4662228571496
48.1648300707176,11.4650571428649
48.1648300589313,11.4638914285805
48.1648300353588,11.4627257142968
48.16483,11.46156
48.1648150027386,11.4607649996426
48.1648,11.45997
48.16477,11.45958
48.16473,11.45892
48.16465,11.45891
48.16464,11.45876
48.16471,11.45823
48.16485,11.45778
48.1649,11.45749
48.16503,11.45698
48.16494,11.45691
48.16506,11.45653
48.165,11.4563
48.165,11.45629
48.16506,11.45653
48.165,11.45675
48.16506,11.45683
48.1649,11.45749
48.16485,11.45778
48.16471,11.45823
48.16464,11.45876
48.16465,11.45891
48.16452,11.45879
48.16406,11.45843
48.16396,11.4587
48.16383,11.45875
48.16373,11.45873
48.16345,11.45861
48.16329,11.45857
48.16312,11.45858
48.16286,11.45865
48.16265,11.45867
48.16245,11.45839
48.16233,11.45831
48.16226,11.45831
48.162,11.45851
48.16152,11.45849
48.16102,11.45842
48.16054,11.45849
48.16045,11.45851
48.1603,11.45858
48.16007,11.45873
48.1597,11.45886
48.15932,11.45897
48.15913,11.45899
48.15895,11.45897
48.15885,11.45891
48.15876,11.4588
48.15867,11.45865
48.15853,11.45855
48.15836,11.45851
48.15823,11.45855
48.15805,11.45873
48.15793,11.45882
48.15778,11.45885
48.15721,11.4588
48.15711,11.45872
48.15658,11.45866
48.15622,11.45879
48.15588,11.45859
48.15554,11.45849
48.15546,11.45849
48.15531,11.45852
48.15493,11.45874
48.15461,11.4589
48.15446,11.45893
48.15434,11.45889
48.1537,11.45825
48.15363,11.45821
48.15351,11.45819
48.1531,11.45825
48.15294,11.45815
48.153,11.458
48.15301,11.45777
48.15279,11.45776
48.15204,11.45781
48.1519,11.45778
48.1518,11.45769
48.15103,11.45747
48.15089,11.45747
48.15046,11.45739
48.15034,11.45744
48.15019,11.45746
48.14989,11.4574
48.15002,11.45703
48.15007,11.45686
48.15006,11.45682
48.15024,11.45622
48.15006,11.45682
48.15003,11.45677
48.1494700005488,11.4564249962554
48.14891,11.45608
48.14871,11.45605
48.1485,11.45604
48.14848,11.45613
48.14839,11.45631
48.14823,11.45645
48.14782,11.45659
48.14765,11.4566
48.14742,11.45656
48.14728,11.45662
48.14713,11.45659
48.1471,11.45705
48.14704,11.45704
48.14697,11.45798
48.14683,11.45899
48.14677,11.45908
48.14679,11.45914
48.14667,11.45962
48.14673,11.45975
48.14671,11.45979
48.14665,11.46005
48.14662,11.46056
48.14661,11.46102
48.14665,11.46133
48.14665,11.46152
48.14662,11.46215
48.14657,11.46273
48.14651,11.46291
48.14636,11.46398
48.14617,11.46498
48.14617,11.46503
48.14599,11.46612
48.14585,11.46712
48.1456750051438,11.4682100037726
48.1455,11.4693
48.14543,11.47005
48.1453950021598,11.4707550003959
48.14536,11.47146
48.14532,11.47144
48.14531,11.47162
48.14531,11.47225
48.1452733608602,11.4733766706907
48.1452367107095,11.4745033397726
48.1452000495482,11.4756300072453
48.1451633773761,11.4767566731082
48.1451266941933,11.477883337361
48.14509,11.47901
48.1447,11.47892
48.1446650023424,11.4796550005125
48.14463,11.48039
48.14478,11.4804
48.14477,11.4804
48.14463,11.48039
48.14459,11.48137
48.14452,11.48243
48.14497,11.48251
48.14488,11.48363
48.1447660252314,11.4848360107207
48.1446520378466,11.4860420160851
48.1445380378458,11.4872480160927
48.1444240252291,11.488454010743
48.14431,11.48966
48.1444,11.48969
48.14439,11.48987
48.1442700311393,11.4910683473517
48.1441500498222,11.4922666891013
48.144030056049,11.4934650252485
48.1439100498196,11.4946633557925
48.1437900311343,11.495861680733
48.14367,11.49706
48.1435600062615,11.4982600023965
48.14345,11.49946
48.14339,11.49976
48.14324,11.50092
48.14312,11.50176
48.14297,11.50294
48.14286,11.50296
48.14281,11.50332
48.1428,11.50352
48.1427,11.50356
48.14286,11.5044
48.14278,11.50571
48.1427,11.50678
48.14266,11.50745
48.1425175458393,11.508678773868
48.1423750785816,11.5099075409156
48.142232598227,11.5111363011423
48.1420901047758,11.5123650545475
48.141947598228,11.5135938011306
48.1418050785838,11.5148225408911
48.1416625458433,11.5160512738285
48.14152,11.51728
48.14137,11.51796
48.14129,11.51846
48.14124,11.51845
48.14122,11.5185
48.14118,11.51852
48.1407350002601,11.5184099990978
48.14029,11.5183
48.14027,11.51827
48.14018,11.51825
48.14017,11.51832
48.1401,11.5183
48.14006,11.51847
48.13996,11.51863
48.13985,11.51862
48.1398,11.51872
48.13969,11.51889
48.1392300033965,11.5195166779105
48.1387700033864,11.5201433445907
48.13831,11.52077
48.13816,11.52089
48.1377650012938,11.5214350041854
48.13737,11.52198
48.1368450022538,11.5226950072615
48.13632,11.52341
48.1359800010757,11.5238850030098
48.13564,11.52436
48.13562,11.52442
48.1351200062339,11.5251125202388
48.1346200083078,11.5258050269903
48.1341200062219,11.526497520255
48.13362,11.52719
48.1337,11.52732
48.1332000038931,11.5279900130493
48.132700003892,11.5286600130505
48.1322,11.52933
48.13181,11.5299
48.13172,11.52998
48.1316,11.53012
48.13119,11.53066
48.13152,11.5312
48.13217,11.53208
48.1323,11.53219
48.13279,11.53299
48.13298,11.53322
48.13322,11.53345
48.13363,11.5337
48.13432,11.534
48.1351750002729,11.5342099965231
48.13603,11.53442
48.1366550002851,11.5344849992365
48.13728,11.53455
48.13792,11.53454
48.1385999999508,11.5345050004664
48.13928,11.53447
48.13982,11.53445
48.14049,11.53445
48.1410700002438,11.5344899995644
48.14165,11.53453
48.14184,11.53456
48.14213,11.53464
48.142615000136,11.5347249992152
48.1431,11.53481
48.14333,11.53491
48.14379,11.53505
48.1442950001193,11.5351449990804
48.1448,11.53524
48.14504,11.53532
48.14546,11.53553
48.14573,11.5357
48.14608,11.53602
48.14592,11.53731
48.14567,11.5386
48.1453700068766,11.5398600074018
48.14507,11.54112
48.14499,11.54144
48.14498,11.54149
48.1447500094408,11.5425333426902
48.1445200094393,11.5435766760301
48.14429,11.54462
48.1440300064683,11.545840006119
48.14377,11.54706
48.1437,11.5473
48.14349,11.54831
48.14342,11.54878
48.14323,11.54982
48.14315,11.55029
48.14315,11.55037
48.14305,11.5509
48.1428333417852,11.5518866749622
48.1426166751259,11.5528733415951
48.1424,11.55386
48.1421950047446,11.5549050041308
48.14199,11.55595
48.14197,11.55653
48.1419,11.5569
48.1417150034526,11.557790003125
48.14153,11.55868
48.14135,11.55952
48.1411950018143,11.5601650019063
48.14104,11.56081
48.141,11.56086
48.14095,11.56096
48.14083,11.56103
48.1401749999037,11.5609349987682
48.13952,11.56084
48.13931,11.56106
48.13925,11.5612
48.13923,11.56121
48.1386849998666,11.5611649995106
48.13814,11.56112
48.13741,11.56102
48.1374033442796,11.5621433335726
48.1373966776133,11.5632666668536
48.13739,11.56439
48.1374,11.56473
48.13743,11.56502
48.13745,11.56511
48.13752,11.56526
48.13756,11.56529
48.13791,11.56534
48.1379,11.56544
48.13828,11.56551
48.13832,11.56555
48.13875,11.56563
48.13886,11.56562
48.13902,11.56565
48.13924,11.56575
48.1394,11.56586
48.13955,11.566
48.13967,11.56579
48.13973,11.56553
48.13976,11.56546
48.13965,11.56534
48.13942,11.56517
48.13924,11.56509
48.13898,11.56501
48.1382800000339,11.5648949984282
48.13758,11.56478
48.13733,11.56471
48.13697,11.56464
48.13657,11.56458
48.13652,11.56458
48.13641,11.5646
48.13626,11.56467
48.13607,11.56477
48.13588,11.5649
48.1351650007474,11.5653250059397
48.13445,11.56575
48.1343,11.56579
48.13404,11.56611
48.13374,11.56632
48.13344,11.5665
48.1332,11.56589
48.13276,11.56493
48.13231,11.56403
48.1318,11.56296
48.1317,11.56278
48.1312200139241,11.5617449709455
48.1307400185554,11.5607099612397
48.1302600138943,11.5596749708823
48.12978,11.55864
48.12961,11.5583
48.1292233391659,11.5574799876516
48.1288366724989,11.5566599876511
48.12845,11.55584
48.12837,11.55593
48.12796,11.55507
48.12749,11.55421
48.12691,11.55322
48.12669,11.55279
48.1262200046458,11.5517649908142
48.12575,11.55074
48.12549,11.55022
48.12508,11.54964
48.12501,11.54978
48.12514,11.54996
48.12513,11.54996
48.12501,11.54978
48.12508,11.54964
48.12464,11.54905
48.12461,11.54892
48.12428,11.54838
48.1243,11.54833
48.12419,11.5481
48.12366,11.54721
48.1233700012003,11.5466699968313
48.12308,11.54613
48.1226,11.54504
48.12244,11.54459
48.12232,11.54406
48.12228,11.54373
48.12225,11.5427
48.1222,11.54247
48.12182,11.54155
48.12172,11.54123
48.12173,11.5412
48.12156,11.54118
48.12153,11.54115
48.12149,11.54102
48.1214,11.54104
48.12112,11.54114
48.12102,11.54115
48.12084,11.54111
48.12007,11.54074
48.11987,11.54065
48.11973,11.54061
48.1191999998623,11.5405399992569
48.11867,11.54047
48.11812,11.54044
48.11787,11.54035
48.11783,11.54028
48.11733,11.53997
48.11708,11.53998
48.11677,11.54002
48.11678,11.54025
48.1166,11.54026
48.11678,11.54025
48.11677,11.53992
48.11678,11.53974
48.11679,11.53971
48.11695,11.53925
48.11698,11.53911
48.11699,11.53879
48.11697,11.53812
48.1169800035921,11.5372100001595
48.11699,11.5363
48.1169866742238,11.5353666666081
48.1169833408907,11.5344333333371
48.11698,11.5335
48.116960004127,11.5325249997961
48.11694,11.53155
48.1168950054429,11.5304299990675
48.11685,11.52931
48.11677,11.52807
48.1168,11.52737
48.11674,11.52676
48.11664,11.52622
48.11656,11.52612
48.11651,11.52593
48.11623,11.52516
48.11597,11.52456
48.1156300024781,11.523794994802
48.11529,11.52303
48.1149050027754,11.5222199937825
48.11452,11.52141
48.11406,11.52039
48.11371,11.51955
48.11362,11.51897
48.11361,11.51877
48.11362,11.51753
48.11359,11.51731
48.11344,11.51731
48.11344,11.5171
48.11341,11.51675
48.1131,11.51681
48.1131,11.51666
48.11265,11.51672
48.11232,11.51681
48.11202,11.51693
48.11191,11.51699
48.11159,11.51716
48.11152,11.51724
48.11166,11.51745
48.11115,11.51784
48.1108,11.51823
48.11093,11.51828
48.11112,11.51826
48.11164,11.51767
48.11185,11.51767
48.11201,11.51761
48.11185,11.51767
48.11164,11.51767
48.11203,11.51743
48.11255,11.51722
48.11292,11.51714
48.11344,11.5171
48.11341,11.51675
48.11355,11.51674
48.11352,11.51667
48.11351,11.51648
48.1134950073891,11.5151749997989
48.11348,11.51387
48.11334,11.51282
48.11323,11.51177
48.1131250032292,11.5109049980979
48.11302,11.51004
48.1128300063965,11.5088249954639
48.11264,11.50761
48.11249,11.50653
48.1124050034738,11.505634998512
48.11232,11.50474
48.11229,11.50459
48.11223,11.50344
48.11219,11.50333
48.11219,11.50252
48.11216,11.50173
48.1121740237512,11.5005600012525
48.112188035627,11.4993900018667
48.1122020356273,11.4982200018431
48.1122160237521,11.4970500011823
48.11223,11.49588
48.11226,11.49505
48.1123,11.49425
48.11233,11.49408
48.11242,11.49369
48.1126614640232,11.4925228900476
48.1129029162293,11.4913557691268
48.1131443566184,11.4901886372379
48.1133857851899,11.4890214943813
48.1136272019439,11.4878543405574
48.1138686068801,11.4866871757664
48.11411,11.48552
48.1142,11.48559
48.1144325168357,11.4844525154483
48.1146650224468,11.4833150206021
48.1148975168331,11.4821775154617
48.11513,11.48104
48.11534,11.47994
48.11538,11.47982
48.11553,11.47902
48.11547,11.47899
48.11555,11.47841
48.11558,11.47798
48.1156,11.47748
48.11559,11.4772
48.11511,11.47707
48.1151,11.47707
48.11538,11.47714
48.1154,11.47701
48.11558,11.47704
48.11552,11.47621
48.11545,11.476
48.11548,11.47588
48.1153850071492,11.4745949974472
48.11529,11.47331
48.1151833452717,11.4721366617426
48.1150766786002,11.4709633283566
48.11497,11.46979
48.1148750072641,11.4684949974681
48.11478,11.4672
48.11469,11.46625
48.11464,11.46533
48.11468,11.46499
48.1145900069908,11.4637199977016
48.1145,11.46245
48.11446,11.46166
48.11444,11.46068
48.11445,11.45972
48.1144850026454,11.4589400003874
48.11452,11.45816
48.114586675758,11.4571366692198
48.1146533424314,11.4561133357839
48.11472,11.45509
48.1148167036026,11.4537850122594
48.1149133924315,11.4524800196071
48.1150100664866,11.4511750220437
48.1151067257677,11.44987001957
48.1152033702749,11.4485650121867
48.1153,11.44726
48.1153600047481,11.4462150010218
48.11542,11.44517
48.1154,11.44428
48.11534,11.44361
48.1152450027439,11.4428149985509
48.11515,11.44202
48.11511,11.44141
48.11514,11.44085
48.1152,11.44034
48.11534,11.43945
48.1155,11.43874
48.11568,11.43808
48.11583,11.43742
48.11581,11.43728
48.11593,11.43676
48.11563,11.43675
48.11511,11.43683
48.11563,11.43675
48.11601,11.43677
48.11632,11.43688
48.11658,11.4371
48.11686,11.43752
48.1172,11.43816
48.11734,11.43848
48.11749,11.43893
48.11756,11.43909
48.11794,11.43961
48.11848,11.44046
48.11862,11.44076
48.11867,11.44097
48.1187,11.44119
48.11869,11.4414
48.11931,11.44154
48.1197,11.44159
48.11986,11.44163
48.11995,11.4416
48.1202,11.44177
48.12028,11.4418
48.12041,11.44198
48.12051,11.44203
48.12061,11.44248
48.12067,11.44266
48.12072,11.44289
48.12079,11.44305
48.12097,11.4433
48.1215250049063,11.4439124801747
48.1220800065583,11.4445249735842
48.1226350049559,11.4451374802288
48.12319,11.44575
48.12335,11.44584
48.1238699999962,11.445909999288
48.12439,11.44598
48.12451,11.44598
48.12462,11.44596
48.12481,11.44585
48.12524,11.44559
48.1254,11.44556
48.12557,11.44561
48.12603,11.44569
48.12632,11.44577
48.12635,11.4459
48.12644,11.44599
